"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.847659632E0,-3.603929877E-1,9.935799986E-2,6.528009772E-1
1.852590779E0,-3.868130147E-1,1.065720022E-1,6.905450225E-1
1.857522086E0,-4.062039852E-1,1.702049971E-1,7.278789878E-1
1.862453155E0,-4.096879959E-1,2.161300033E-1,7.503299713E-1
1.867384307E0,-4.236429930E-1,2.258059978E-1,7.723270059E-1
1.872315615E0,-4.072130024E-1,2.233449966E-1,7.819399834E-1
1.877246699E0,-3.718560040E-1,2.257220000E-1,7.385730147E-1
1.882177851E0,-2.957819998E-1,2.045940012E-1,7.069569826E-1
1.887108949E0,-2.095140070E-1,2.386289984E-1,6.344789863E-1
1.892040254E0,-1.314789951E-1,2.512420118E-1,5.811169744E-1
1.896971410E0,5.628000014E-3,2.900229990E-1,5.468940139E-1
1.901902730E0,6.619899720E-2,2.956140041E-1,4.242680073E-1
1.906833886E0,6.737300009E-2,2.921470106E-1,3.450259864E-1
1.911764963E0,8.035500348E-2,3.081920147E-1,2.923110127E-1
1.916696036E0,9.976699948E-2,3.345069885E-1,2.014330029E-1
1.921627341E0,1.250459999E-1,3.238750100E-1,9.393899888E-2
1.926558497E0,1.700280011E-1,3.407480121E-1,-1.110900007E-2
1.931489788E0,2.106540054E-1,3.732689917E-1,-1.280779988E-1
1.936420867E0,2.394739985E-1,4.097639918E-1,-2.043019980E-1
1.941352019E0,2.449129969E-1,4.361349940E-1,-3.282650113E-1
1.946283326E0,2.416779995E-1,4.787600040E-1,-4.256739914E-1
1.951214482E0,2.485049963E-1,5.543760061E-1,-4.965969920E-1
1.956145812E0,1.892269999E-1,6.202949882E-1,-5.552809834E-1
1.961076891E0,1.447679996E-1,6.720799804E-1,-6.017730236E-1
1.966007968E0,1.265130043E-1,7.240340114E-1,-6.122400165E-1
1.970939345E0,1.551389992E-1,7.834450006E-1,-6.538810134E-1
1.975870424E0,1.991399974E-1,7.934499979E-1,-6.956040263E-1
1.980801554E0,2.485579997E-1,7.663850188E-1,-7.015540004E-1
1.985732631E0,3.124000132E-1,7.499060035E-1,-6.718760133E-1
1.990663937E0,3.735719919E-1,7.034969926E-1,-6.688839793E-1
1.995595103E0,4.366390109E-1,6.535450220E-1,-6.064469814E-1
2.000526408E0,4.868009984E-1,6.565060019E-1,-5.038729906E-1
2.005457487E0,5.525329709E-1,6.381030083E-1,-4.689640105E-1
2.010388643E0,6.078929901E-1,6.077950001E-1,-4.537720084E-1
2.015319951E0,6.465979815E-1,6.315519810E-1,-4.055019915E-1
2.020251030E0,6.410089731E-1,6.279609799E-1,-4.125240147E-1
2.025182182E0,6.158329844E-1,6.516759992E-1,-4.148530066E-1
2.030113489E0,5.622699857E-1,6.692150235E-1,-3.620469868E-1
2.035044650E0,5.115330219E-1,7.019450068E-1,-3.498570025E-1
2.039975727E0,4.988850057E-1,7.235019803E-1,-3.688189983E-1
2.044907033E0,4.718430042E-1,7.746589780E-1,-3.853549957E-1
2.049838117E0,4.519189894E-1,7.913439870E-1,-4.353559911E-1
2.054769269E0,4.982970059E-1,8.239420056E-1,-4.590759873E-1
2.059700571E0,5.013369918E-1,8.535389900E-1,-4.899300039E-1
2.064631650E0,4.874069989E-1,8.852729797E-1,-4.991660118E-1
2.069562802E0,5.326179862E-1,9.122509956E-1,-5.132009983E-1
2.074494120E0,5.890550017E-1,9.111620188E-1,-5.200600028E-1
2.079425276E0,6.522369981E-1,9.323019981E-1,-5.412420034E-1
2.084356353E0,6.961039901E-1,9.425929785E-1,-5.814830065E-1
2.089287643E0,7.516099811E-1,9.281539917E-1,-6.192759871E-1
2.094218799E0,8.020520210E-1,8.944590092E-1,-6.498289704E-1
2.099149852E0,8.618149757E-1,8.777070045E-1,-6.779479980E-1
2.104081158E0,8.760769963E-1,8.402100205E-1,-7.610710263E-1
2.109012314E0,8.998309970E-1,8.109840155E-1,-7.962779999E-1
2.113943386E0,8.711180091E-1,7.473419905E-1,-8.002960086E-1
2.118874691E0,8.397300243E-1,6.986979842E-1,-7.911859751E-1
2.123805847E0,7.849889994E-1,6.521080136E-1,-7.364540100E-1
2.128736953E0,7.748090029E-1,5.769010186E-1,-6.268020272E-1
2.133668259E0,7.166759968E-1,5.225080252E-1,-4.884270132E-1
2.138599415E0,6.791399717E-1,4.764780104E-1,-3.310480118E-1
2.143530492E0,6.357730031E-1,4.380249977E-1,-1.211529970E-1
2.148461797E0,5.305650234E-1,4.322299957E-1,-2.146000043E-3
2.153392958E0,4.988000095E-1,4.531860054E-1,1.550820023E-1
2.158324264E0,4.410000145E-1,4.763289988E-1,3.052189946E-1
2.163255420E0,4.190919995E-1,4.822210073E-1,4.266679883E-1
2.168186487E0,4.515370131E-1,4.122369885E-1,5.408599973E-1
2.173117792E0,5.517410040E-1,2.979789972E-1,6.117429733E-1
2.178048963E0,6.413159966E-1,1.214940026E-1,6.609659791E-1
2.182980269E0,7.650949955E-1,-9.706400335E-2,6.621040106E-1
2.187911348E0,8.826649785E-1,-2.886370122E-1,6.487429738E-1
2.192842500E0,9.543629885E-1,-4.768610001E-1,5.947179794E-1
2.197773579E0,9.271410108E-1,-6.029450297E-1,5.841249824E-1
2.202704884E0,8.852249980E-1,-6.820690036E-1,5.667390227E-1
2.207636050E0,8.009790182E-1,-6.773200035E-1,5.474780202E-1
2.212567356E0,6.328909993E-1,-6.420890093E-1,5.696219802E-1
2.217498440E0,3.942849934E-1,-5.560430288E-1,5.973920226E-1
2.222429592E0,1.685470045E-1,-4.649699926E-1,6.714059711E-1
2.227360899E0,-5.444300175E-2,-3.388580084E-1,7.293130159E-1
2.232292065E0,-2.775189877E-1,-2.140070051E-1,7.758259773E-1
2.237223142E0,-4.283109903E-1,-1.357290000E-1,8.130959868E-1
2.242154448E0,-5.235819817E-1,-9.116300195E-2,8.318799734E-1
2.247085522E0,-5.562700033E-1,-7.856900245E-2,7.932209969E-1
2.252016674E0,-4.946410060E-1,-6.305699795E-2,7.536709905E-1
2.256947976E0,-4.188120067E-1,-9.127599746E-2,6.682450175E-1
2.261879055E0,-3.453820050E-1,-1.271950006E-1,6.040120125E-1
2.266810207E0,-2.344619930E-1,-1.752370000E-1,5.369160175E-1
2.271741520E0,-8.403500170E-2,-2.253389955E-1,3.759520054E-1
2.276672676E0,1.341400016E-2,-2.791590095E-1,2.313880026E-1
2.281603753E0,9.179200232E-2,-3.287389874E-1,1.009019986E-1
2.286535058E0,1.565510035E-1,-3.637860119E-1,-5.850100145E-2
2.291466214E0,2.129119933E-1,-3.530350029E-1,-2.323980033E-1
2.296397300E0,1.790049970E-1,-3.530049920E-1,-3.582710028E-1
2.301328606E0,1.621239930E-1,-3.344529867E-1,-4.146449864E-1
2.306259762E0,7.980100065E-2,-2.877529860E-1,-4.947240055E-1
2.311190844E0,3.183000023E-3,-2.530980110E-1,-4.765020013E-1
2.316122149E0,-3.296700120E-2,-2.275290042E-1,-4.415400028E-1
2.321053305E0,-9.789799899E-2,-2.132039964E-1,-3.946070075E-1
2.325984382E0,-1.298490018E-1,-2.029480040E-1,-3.621099889E-1
2.330915765E0,-1.523939967E-1,-1.758839935E-1,-3.104700148E-1
2.335846830E0,-1.510639936E-1,-1.634449959E-1,-2.109470069E-1
2.340778135E0,-1.354040056E-1,-1.775709987E-1,-9.226399660E-2
2.345709291E0,-6.555200368E-2,-2.185499966E-1,2.632299997E-2
2.350640382E0,-2.723699994E-2,-2.444580048E-1,1.807979941E-1
2.355571688E0,3.658600152E-2,-2.584179938E-1,3.208259940E-1
2.360502844E0,8.092399687E-2,-2.777380049E-1,4.225240052E-1
2.365433911E0,6.628999859E-2,-2.792719901E-1,5.363140106E-1
2.370365216E0,6.224900112E-2,-2.685750127E-1,6.167039871E-1
2.375296387E0,1.942599937E-2,-2.178879976E-1,6.590039730E-1
2.380227693E0,-2.821600065E-2,-1.397500038E-1,6.536769867E-1
2.385158772E0,-6.869199872E-2,-7.714000344E-2,6.510030031E-1
2.390089849E0,-9.488099813E-2,-3.437900171E-2,5.791519880E-1
2.395021001E0,-1.327439994E-1,9.500000160E-4,4.884569943E-1
2.399952308E0,-1.586769968E-1,1.515199989E-2,4.507159889E-1
2.404883488E0,-1.660609990E-1,3.482399881E-2,4.155989885E-1
2.409814565E0,-1.956569999E-1,3.203799948E-2,3.663469851E-1
2.414745871E0,-1.909960061E-1,3.103199974E-2,3.100320101E-1
2.419677256E0,-1.859869957E-1,4.595600069E-2,2.825259864E-1
2.424608335E0,-1.666339934E-1,6.739400327E-2,2.119610012E-1
2.429539488E0,-1.260409951E-1,5.281699821E-2,7.435899973E-2
2.434470565E0,-9.746699780E-2,2.994999988E-3,-3.448300064E-2
2.439401871E0,1.638000016E-3,-7.911600173E-2,-1.482540071E-1
2.444333017E0,1.299079955E-1,-2.045489997E-1,-2.933929861E-1
2.449264323E0,2.674759924E-1,-3.507640064E-1,-4.245220125E-1
2.454195407E0,3.925760090E-1,-5.028610229E-1,-5.057749748E-1
2.459126558E0,4.696080089E-1,-5.900689960E-1,-5.706229806E-1
2.464057637E0,5.505269766E-1,-6.532239914E-1,-6.431040168E-1
2.468988938E0,6.163619757E-1,-6.761249900E-1,-6.441659927E-1
2.473920094E0,6.038100123E-1,-6.666830182E-1,-6.382730007E-1
2.478851400E0,5.876309872E-1,-6.487709880E-1,-6.660559773E-1
2.483782493E0,5.726979971E-1,-5.944129825E-1,-6.317160130E-1
2.488713644E0,5.313990116E-1,-5.523539782E-1,-5.632079840E-1
2.493644947E0,4.969240129E-1,-5.162259936E-1,-4.779880047E-1
2.498576026E0,4.456369877E-1,-5.145099759E-1,-3.712410033E-1
2.503507178E0,4.274609983E-1,-5.374259949E-1,-2.573719919E-1
2.508438491E0,4.183860123E-1,-5.731890202E-1,-1.100469977E-1
2.513369646E0,4.061770141E-1,-6.693760157E-1,1.802700013E-2
2.518300952E0,4.402909875E-1,-7.735120058E-1,1.531060040E-1
2.523232118E0,4.916509986E-1,-8.765199780E-1,2.568539977E-1
2.528163195E0,5.313959718E-1,-1.014454007E0,3.436329961E-1
2.533094496E0,5.764129758E-1,-1.140133977E0,3.847480118E-1
2.538025575E0,5.914459825E-1,-1.218471050E0,3.898589909E-1
2.542956726E0,6.195830107E-1,-1.302302003E0,3.613629937E-1
2.547888044E0,6.824200153E-1,-1.384611011E0,2.729389966E-1
2.552819123E0,7.133479714E-1,-1.460486054E0,2.587159872E-1
2.557750275E0,7.433469892E-1,-1.515522957E0,2.420620024E-1
2.562681558E0,7.509340048E-1,-1.589756012E0,1.870730072E-1
2.567612713E0,7.601910233E-1,-1.659042001E0,1.129269972E-1
2.572543800E0,7.902619839E-1,-1.734694958E0,1.106069982E-1
2.577475106E0,7.963489890E-1,-1.790351987E0,6.286600232E-2
2.582406185E0,8.193950057E-1,-1.818657041E0,-1.542999991E-3
2.587337327E0,8.552470207E-1,-1.810423017E0,-1.313299965E-2
2.592268635E0,8.428980112E-1,-1.789579988E0,-1.490299962E-2
2.597199790E0,8.258540034E-1,-1.765912056E0,-9.229999967E-3
2.602131125E0,7.471979856E-1,-1.727758050E0,7.335100323E-2
2.607062281E0,6.783499718E-1,-1.663745999E0,1.537770033E-1
2.611993349E0,5.903009772E-1,-1.564772964E0,1.936990023E-1
2.616924655E0,5.042780042E-1,-1.486179948E0,2.313909978E-1
2.621855811E0,4.981310070E-1,-1.414059997E0,2.356240004E-1
2.626786887E0,4.714030027E-1,-1.315384984E0,2.518900037E-1
2.631718193E0,4.500890076E-1,-1.197921038E0,2.322629988E-1
2.636649349E0,4.839049876E-1,-1.147544026E0,1.790959984E-1
2.641580421E0,4.841299951E-1,-1.092484951E0,1.115370020E-1
2.646511727E0,4.936169982E-1,-1.025845051E0,5.590499938E-2
2.651442873E0,5.309879780E-1,-9.952470064E-1,7.377999835E-3
2.656374178E0,5.626289845E-1,-1.007140994E0,-8.191800117E-2
2.661305257E0,5.810689926E-1,-9.636740088E-1,-1.832650006E-1
2.666236414E0,5.910739899E-1,-9.337360263E-1,-2.798919976E-1
2.671167493E0,6.232780218E-1,-9.189850092E-1,-4.125190079E-1
2.676098799E0,6.418430209E-1,-8.832309842E-1,-5.164830089E-1
2.681029979E0,6.609129906E-1,-8.352990150E-1,-6.157270074E-1
2.685961284E0,6.639950275E-1,-7.844030261E-1,-6.934700012E-1
2.690892445E0,6.654210091E-1,-7.609419823E-1,-7.425230145E-1
2.695823522E0,6.916080117E-1,-7.828019857E-1,-8.538590074E-1
2.700754828E0,7.044360042E-1,-7.875049710E-1,-9.029690027E-1
2.705685916E0,7.041479945E-1,-7.866960168E-1,-9.257479906E-1
2.710617068E0,7.623230219E-1,-8.107360005E-1,-9.772740006E-1
2.715548375E0,7.579780221E-1,-8.214139938E-1,-1.038336039E0
2.720479531E0,7.397750020E-1,-8.115720153E-1,-1.049031973E0
2.725410608E0,7.293930054E-1,-7.863460183E-1,-9.949880242E-1
2.730341900E0,6.533880234E-1,-7.885490060E-1,-8.737739921E-1
2.735273056E0,5.363150239E-1,-7.257109880E-1,-7.571939826E-1
2.740204133E0,4.569039941E-1,-6.724010110E-1,-6.524389982E-1
2.745135443E0,3.273339868E-1,-5.886390209E-1,-4.804790020E-1
2.750066599E0,2.170079947E-1,-5.058869720E-1,-3.729990125E-1
2.754997676E0,1.142769977E-1,-4.129230082E-1,-2.821159959E-1
2.759928958E0,2.657799982E-2,-3.669039905E-1,-2.197970003E-1
2.764860114E0,-7.207100093E-2,-2.894389927E-1,-1.357640028E-1
2.769791443E0,-1.363209933E-1,-2.547610104E-1,-7.072500139E-2
2.774722599E0,-1.829919964E-1,-2.483479977E-1,-3.665199876E-2
2.779653676E0,-2.100490034E-1,-2.441509962E-1,1.193900034E-2
2.784584991E0,-2.562200129E-1,-2.636109889E-1,2.954600006E-2
2.789516147E0,-2.792420089E-1,-2.854590118E-1,1.191029996E-1
2.794447452E0,-2.871609926E-1,-3.264630139E-1,1.848179996E-1
2.799378512E0,-3.165110052E-1,-3.415240049E-1,2.314420044E-1
2.804309664E0,-3.106519878E-1,-3.454070091E-1,3.163999915E-1
2.809240938E0,-3.062199950E-1,-3.289639950E-1,4.324570000E-1
2.814172094E0,-3.081260026E-1,-3.496539891E-1,5.149559975E-1
2.819103171E0,-2.877219915E-1,-3.220340014E-1,5.710290074E-1
2.824034476E0,-2.808099985E-1,-2.444729954E-1,6.868259907E-1
2.828965632E0,-2.727349997E-1,-2.294529974E-1,7.426289916E-1
2.833896709E0,-2.775410116E-1,-1.886900067E-1,8.294020295E-1
2.838827995E0,-2.687599957E-1,-1.654829979E-1,8.369950056E-1
2.843759151E0,-2.394070029E-1,-1.386449933E-1,8.826910257E-1
2.848690238E0,-2.298180014E-1,-1.247420013E-1,8.874980211E-1
2.853621543E0,-2.349220067E-1,-9.990499914E-2,8.370530009E-1
2.858552699E0,-2.521690130E-1,-9.728299826E-2,7.864500284E-1
2.863484029E0,-3.124299943E-1,-8.574000001E-2,7.476739883E-1
2.868415108E0,-2.657809854E-1,-7.205499709E-2,6.943839788E-1
2.873346260E0,-2.936370075E-1,-5.361900106E-2,6.266220212E-1
2.878277324E0,-2.934750021E-1,-2.296699956E-2,6.042439938E-1
2.883208629E0,-2.871229947E-1,5.830999929E-3,5.123490095E-1
2.888139766E0,-2.770799994E-1,4.614999983E-3,4.706769884E-1
2.893071072E0,-2.892279923E-1,1.415000018E-2,3.739089966E-1
2.898002151E0,-3.396230042E-1,2.244699933E-2,3.417850137E-1
2.902933303E0,-3.424310088E-1,1.064599957E-2,3.240320086E-1
2.907864610E0,-2.913269997E-1,-3.288799897E-2,3.613489866E-1
2.912795771E0,-3.125700057E-1,-6.526699662E-2,3.986870050E-1
2.917726848E0,-3.296720088E-1,-1.032560021E-1,4.288629889E-1
2.922658154E0,-3.429369926E-1,-1.588280052E-1,4.782159925E-1
2.927589324E0,-3.499160111E-1,-1.916929930E-1,5.060439706E-1
2.932520401E0,-3.525860012E-1,-1.830659956E-1,4.644789994E-1
2.937451706E0,-3.954010010E-1,-2.045740038E-1,3.655270040E-1
2.942382867E0,-4.984779954E-1,-1.515900046E-1,2.618910074E-1
2.947314173E0,-5.234550238E-1,-1.313499957E-1,1.990730017E-1
2.952245329E0,-5.896040201E-1,-1.381819993E-1,1.555510014E-1
2.957176406E0,-6.184380054E-1,-1.383180022E-1,1.169549972E-1
2.962107711E0,-6.370350122E-1,-1.124399975E-1,3.299799934E-2
2.967038881E0,-6.221680045E-1,-7.694599777E-2,-2.929399908E-2
2.971970187E0,-6.173430085E-1,-8.384100348E-2,-5.556200072E-2
2.976901266E0,-6.154379845E-1,-7.791999727E-2,-1.128579974E-1
2.981832389E0,-6.140090227E-1,-4.494199902E-2,-1.724539995E-1
2.986763696E0,-6.152219772E-1,-3.238900006E-2,-2.439350039E-1
2.991694775E0,-6.261230111E-1,2.388600074E-2,-3.057529926E-1
2.996625918E0,-6.296769977E-1,3.816900030E-2,-3.579260111E-1
3.001557226E0,-6.044849753E-1,6.296399981E-2,-4.148150086E-1
3.006488305E0,-5.580279827E-1,1.030640006E-1,-4.501059949E-1
3.011419457E0,-5.403130054E-1,1.039270014E-1,-4.518409967E-1
3.016350764E0,-5.203700066E-1,1.182269976E-1,-4.918639958E-1
3.021281924E0,-4.865590036E-1,1.294640005E-1,-4.935779870E-1
3.026213001E0,-4.411939979E-1,1.329820007E-1,-4.953120053E-1
3.031144307E0,-4.390720129E-1,1.576980054E-1,-4.873670042E-1
3.036075454E0,-4.039910138E-1,1.815319955E-1,-4.507139921E-1
3.041006531E0,-3.716759980E-1,2.303559929E-1,-3.805490136E-1
3.045937850E0,-3.910459876E-1,2.473080009E-1,-2.912580073E-1
3.050869006E0,-3.881370127E-1,2.752999961E-1,-1.852409989E-1
3.055800083E0,-4.103620052E-1,3.136659861E-1,-4.810399935E-2
3.060731394E0,-4.265139997E-1,3.338679969E-1,3.633600101E-2
3.065662550E0,-4.198339880E-1,3.663499951E-1,7.290600240E-2
3.070593856E0,-3.598940074E-1,3.754180074E-1,1.190489978E-1
3.075524924E0,-3.083660007E-1,3.823130131E-1,1.125319973E-1
3.080456076E0,-2.623800039E-1,3.632020056E-1,8.687300235E-2
3.085387408E0,-2.242819965E-1,3.702760041E-1,5.167499930E-2
3.090318487E0,-2.129970044E-1,3.445979953E-1,1.887100004E-2
3.095249639E0,-1.839510053E-1,2.985790074E-1,3.630999848E-2
3.100180938E0,-1.429519951E-1,2.561849952E-1,4.890700057E-2
3.105112016E0,-5.109100044E-2,2.104090005E-1,6.620500237E-2
3.110043168E0,5.477999803E-3,1.802120060E-1,5.708299950E-2
3.114974466E0,4.118800163E-2,1.487440020E-1,3.829900175E-2
3.119905622E0,1.127339974E-1,1.042679995E-1,3.615999967E-2
3.124836694E0,1.258910000E-1,1.175770015E-1,4.117700085E-2
3.129768000E0,1.339659989E-1,1.168610007E-1,1.179969981E-1
3.134699155E0,1.679130048E-1,1.162829995E-1,1.612830013E-1
3.139630447E0,1.804729998E-1,1.203420013E-1,2.141570002E-1
3.144561526E0,1.863639951E-1,1.098790020E-1,2.455009967E-1
3.149492669E0,1.670850068E-1,1.084519997E-1,2.385900021E-1
3.154423977E0,1.769659966E-1,8.771199733E-2,2.364860028E-1
3.159355132E0,1.426610053E-1,3.371100128E-2,2.128400058E-1
3.164286228E0,1.093230024E-1,-5.917999893E-3,1.652680039E-1
3.169217534E0,7.679100335E-2,-4.319399968E-2,1.129299998E-1
3.174148613E0,4.244000092E-2,-6.387499720E-2,9.652999789E-2
3.179079778E0,4.125300050E-2,-8.241300285E-2,8.732700348E-2
3.184011086E0,-5.923499912E-2,-7.294800133E-2,5.904699862E-2
3.188942241E0,-1.397199929E-1,-4.310800135E-2,4.284200072E-2
3.193873567E0,-1.958370060E-1,2.788800001E-2,6.988500059E-2
3.198804646E0,-2.540470064E-1,4.532400146E-2,8.742800355E-2
3.203735817E0,-2.672330141E-1,8.529999852E-2,1.266199946E-1
3.208667125E0,-3.020829856E-1,1.097299978E-1,1.778859943E-1
3.213598204E0,-3.252860010E-1,1.399160028E-1,2.053200006E-1
3.218529365E0,-3.276439905E-1,1.402599961E-1,1.993220001E-1
3.223460673E0,-3.001520038E-1,1.463419944E-1,1.862439960E-1
3.228391829E0,-2.689029872E-1,1.321499944E-1,1.301520020E-1
3.233322906E0,-2.667039931E-1,1.194839999E-1,8.612400293E-2
3.238254212E0,-2.647559941E-1,1.083490029E-1,3.500699997E-2
3.243185376E0,-2.322849929E-1,1.340190023E-1,-2.075400017E-2
3.248116453E0,-2.051510066E-1,1.513720006E-1,-7.399900258E-2
3.253047759E0,-1.994799972E-1,1.280480027E-1,-1.631110013E-1
3.257978905E0,-1.586229950E-1,1.237889975E-1,-2.689529955E-1
3.262910211E0,-1.536950022E-1,8.705600351E-2,-3.485020101E-1
3.267841290E0,-1.769399941E-1,7.043299824E-2,-4.017440081E-1
3.272772427E0,-1.199830025E-1,7.403499633E-2,-4.910010099E-1
3.277703506E0,-1.390870064E-1,5.788299814E-2,-5.803779960E-1
3.282634807E0,-1.670030057E-1,3.454500064E-2,-5.885329843E-1
3.287565963E0,-1.634870023E-1,3.021300025E-2,-5.992749929E-1
3.292497269E0,-1.736550033E-1,3.759500012E-2,-5.958279967E-1
3.297428329E0,-2.396550030E-1,5.208700150E-2,-5.207229853E-1
3.302359711E0,-2.642180026E-1,4.058500007E-2,-4.793809950E-1
3.307290790E0,-3.137960136E-1,6.693000346E-2,-4.238219857E-1
3.312221944E0,-3.106749952E-1,4.084299877E-2,-3.493669927E-1
3.317153021E0,-2.701259851E-1,2.910000086E-2,-2.560180128E-1
3.322084327E0,-2.677559853E-1,5.115999840E-3,-1.509000063E-1
3.327015483E0,-2.652580142E-1,-2.668599971E-2,-6.031399965E-2
3.331946788E0,-2.909179926E-1,-8.319999906E-4,3.507500142E-2
3.336877939E0,-3.205760121E-1,-2.913600020E-2,1.088640019E-1
3.341809016E0,-3.284650147E-1,-4.048199952E-2,2.401199937E-1
3.346740332E0,-3.316189945E-1,-3.548200056E-2,3.331199884E-1
3.351671411E0,-3.464579880E-1,-4.062899947E-2,3.759180009E-1
3.356602563E0,-3.986499906E-1,-2.285300009E-2,4.116829932E-1
3.361533874E0,-4.523929954E-1,-6.047000177E-3,4.643479884E-1
3.366464953E0,-4.487969875E-1,2.118900046E-2,4.573119879E-1
3.371396105E0,-4.383330047E-1,3.747599944E-2,4.575859904E-1
3.376327389E0,-4.010789990E-1,-1.012000022E-3,4.268470109E-1
3.381258545E0,-3.907780051E-1,-3.732100129E-2,4.176659882E-1
3.386189850E0,-3.602339923E-1,-7.834900171E-2,4.060400128E-1
3.391120924E0,-3.053750098E-1,-9.574099630E-2,4.159049988E-1
3.396052076E0,-2.779609859E-1,-1.180690005E-1,3.826420009E-1
3.400983394E0,-2.305929959E-1,-1.033599973E-1,3.518170118E-1
3.405914473E0,-2.034779936E-1,-1.107370034E-1,3.138099909E-1
3.410845625E0,-2.073889971E-1,-8.585699648E-2,2.974750102E-1
3.415776922E0,-2.130820006E-1,-6.306199729E-2,2.980070114E-1
3.420708078E0,-1.789380014E-1,-2.465900034E-2,3.225480020E-1
3.425639165E0,-1.993860006E-1,1.037300006E-2,3.088999987E-1
3.430570471E0,-1.628080010E-1,4.192100093E-2,2.594250143E-1
3.435501550E0,-1.478540003E-1,4.891699925E-2,2.147960067E-1
3.440432692E0,-1.233540028E-1,5.070000142E-2,1.582430005E-1
3.445363999E0,-8.228600025E-2,4.509700090E-2,1.400139928E-1
3.450295155E0,-5.058399960E-2,1.590400003E-2,1.145879999E-1
3.455226242E0,-9.565999731E-3,-2.224799991E-2,1.297969967E-1
3.460157548E0,2.863899991E-2,-4.096199945E-2,1.114400029E-1
3.465088704E0,3.799099848E-2,-7.100100070E-2,1.097749993E-1
3.470019811E0,8.480799943E-2,-6.748300046E-2,1.032780036E-1
3.474951116E0,1.072269976E-1,-8.039099723E-2,8.235800266E-2
3.479882257E0,1.224050000E-1,-3.898400068E-2,5.672699958E-2
3.484813334E0,1.258849949E-1,-3.834300116E-2,5.027800053E-2
3.489744640E0,1.272930056E-1,-2.599699982E-2,3.190499917E-2
3.494675791E0,1.358930022E-1,-1.158399973E-2,3.033499978E-2
3.499607096E0,1.046100035E-1,-2.378999954E-3,9.703000076E-3
3.504538175E0,9.771099687E-2,1.815400086E-2,-2.998100035E-2
3.509469332E0,9.808299690E-2,1.934199966E-2,-6.244999915E-2
3.514400640E0,8.903399855E-2,4.120000172E-3,-1.188820004E-1
3.519331733E0,8.284199983E-2,1.506999973E-2,-1.417409927E-1
3.524262885E0,9.809599817E-2,9.472000413E-3,-1.885689944E-1
3.529194192E0,7.799100131E-2,3.237000108E-2,-2.257490009E-1
3.534125281E0,9.600199759E-2,5.514099821E-2,-2.724960148E-1
3.539056433E0,1.206720024E-1,3.821999952E-2,-2.978290021E-1
3.543987741E0,1.189860031E-1,6.916700304E-2,-2.992140055E-1
3.548918883E0,1.454699934E-1,5.091499910E-2,-2.839860022E-1
3.553850188E0,1.620389968E-1,2.909200080E-2,-2.856729925E-1
3.558781271E0,1.570760012E-1,2.927899919E-2,-3.065649867E-1
3.563712423E0,1.802809983E-1,1.135499962E-2,-3.084509969E-1
3.568643731E0,2.121679932E-1,-7.389999810E-4,-2.602309883E-1
3.573574820E0,2.243980020E-1,-1.424099971E-2,-2.480659932E-1
3.578505972E0,2.547850013E-1,-2.461200021E-2,-2.744979858E-1
3.583437289E0,2.747009993E-1,-2.693800069E-2,-2.340420038E-1
3.588368445E0,2.867780030E-1,-1.209700014E-2,-1.745149940E-1
3.593299751E0,2.564390004E-1,-1.319300011E-2,-1.246199980E-1
3.598230825E0,2.358659953E-1,1.678800024E-2,-5.315700173E-2
3.603161977E0,2.388499975E-1,5.121799931E-2,1.832300052E-2
3.608093056E0,2.275370061E-1,4.332099855E-2,7.296600193E-2
3.613024341E0,2.397000045E-1,4.980299994E-2,1.251839995E-1
3.617955497E0,2.469020039E-1,6.537800282E-2,1.606899947E-1
3.622886803E0,2.468570024E-1,7.333800197E-2,2.058230042E-1
3.627817873E0,2.397660017E-1,5.043400079E-2,2.317830026E-1
3.632749025E0,2.143490016E-1,4.406299815E-2,2.578150034E-1
3.637680327E0,1.850509942E-1,3.020899929E-2,2.599889934E-1
3.642611483E0,1.893340051E-1,2.524399944E-2,2.383040041E-1
3.647542560E0,1.751980036E-1,3.828499839E-2,2.239719927E-1
3.652473885E0,1.070540026E-1,1.042100042E-2,2.098509967E-1
3.657404964E0,9.665600210E-2,8.152999915E-3,1.527319998E-1
3.662336116E0,5.566700175E-2,-1.119699981E-2,8.610600233E-2
3.667267399E0,4.313100129E-2,-2.119700052E-2,5.540300161E-2
